name,clean_name,approvaldt,origin,diameter,center_lon,center_lat,type,code,approval,min_lon,max_lon,min_lat,max_lat,ethnicity,continent,quad_name,quad_code,link,x,y
Never,Never,1988/01/01,Town in Russia.,2.753010000000000,105.772499999999994,23.504600000000000,"Crater, craters",AA,Adopted by IAU,105.746899999999997,105.797600000000003,23.481700000000000,23.528199999999998,Russia,Europe,Amenthes,mc14,http://planetarynames.wr.usgs.gov/Feature/4228,105.7725000,23.5046000
Tempe Terra,Tempe Terra,1979/01/01,"From albedo feature at 40N, 70W.",1954.940000000000055,289.385699999999986,38.687700000000000,"Terra, terrae",TA,Adopted by IAU,267.059900000000027,309.163499999999999,25.781700000000001,54.081800000000001,Greek,Europe,Arcadia,mc03,http://planetarynames.wr.usgs.gov/Feature/5916,-70.6143000,38.6877000
Ceraunius Tholus,Ceraunius Tholus,1973/01/01,Classical albedo feature name.,128.580000000000013,262.748600000000010,24.002099999999999,"Tholus, tholi",TH,Adopted by IAU,261.564900000000023,263.931100000000015,23.187600000000000,24.826499999999999,Greek,Europe,Tharsis,mc09,http://planetarynames.wr.usgs.gov/Feature/1106,-97.2514000,24.0021000
Naju,Naju,1979/01/01,Town in the Republic of Korea.,8.029120000000002,122.856600000000000,44.987099999999998,"Crater, craters",AA,Adopted by IAU,122.763800000000003,122.955299999999994,44.920099999999998,45.055599999999998,Republic of Korea,Asia,Cebrenia,mc07,http://planetarynames.wr.usgs.gov/Feature/4116,122.8566000,44.9871000
Gigas Sulci,Gigas Sulci,1976/01/01,Classical albedo feature name.,418.562999999999988,232.271700000000010,10.018800000000001,"Sulcus, sulci",SU,Adopted by IAU,230.116199999999992,234.396899999999988,6.555400000000000,13.101500000000000,Greek,Europe,Tharsis,mc09,http://planetarynames.wr.usgs.gov/Feature/2158,-127.7283000,10.0188000
Nan,Nan,1976/01/01,Town in Thailand.,2.286490000000000,340.062400000000025,-26.689100000000000,"Crater, craters",AA,Adopted by IAU,340.040799999999990,340.084000000000003,-26.708400000000001,-26.669899999999998,Thailand,Asia,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/4133,-19.9376000,-26.6891000
Nansen,Nansen,1967/01/01,"Fridtjof; Norwegian explorer (1861-1930).",74.626999999999995,219.578100000000006,-49.918199999999999,"Crater, craters",AA,Adopted by IAU,218.601599999999991,220.557099999999991,-50.551800000000000,-49.292800000000000,Norway,Europe,Phaethontis,mc24,http://planetarynames.wr.usgs.gov/Feature/4143,-140.4219000,-49.9182000
Gordii Fossae,Gordii Fossae,2000/01/01,From classical albedo feature name.,369.000000000000000,232.400000000000006,14.831700000000000,"Fossa, fossae",FO,Adopted by IAU,229.001700000000000,233.437000000000012,12.200600000000000,18.271799999999999,Greek,Europe,Tharsis,mc09,http://planetarynames.wr.usgs.gov/Feature/2223,-127.6000000,14.8317000
Pityusa Patera,Pityusa Patera,2003/01/01,Classical albedo feature name.,196.506000000000000,36.863399999999999,-66.879800000000003,"Patera, paterae",PE,Adopted by IAU,32.609099999999998,41.127400000000002,-68.496200000000002,-65.404799999999994,Greek,Europe,Mare Australe,mc30,http://planetarynames.wr.usgs.gov/Feature/4742,36.8634000,-66.8798000
New Haven,New Haven,1979/01/01,American colonial town (Connecticut).,1.514890000000000,310.737799999999993,22.075199999999999,"Crater, craters",AA,Adopted by IAU,310.723999999999990,310.751599999999996,22.062400000000000,22.088000000000001,United States,North America,Lunae Palus,mc10,http://planetarynames.wr.usgs.gov/Feature/4230,-49.2622000,22.0752000
Nardo,Nardo,1976/01/01,Town in Italy.,25.104600000000001,327.158599999999979,-27.505299999999998,"Crater, craters",AA,Adopted by IAU,326.920500000000004,327.398000000000025,-27.715699999999998,-27.292200000000001,Italy,Europe,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/4153,-32.8414000,-27.5053000
Naukan,Naukan,1976/01/01,Town in Russia.,7.465420000000000,329.424100000000010,21.254500000000000,"Crater, craters",AA,Adopted by IAU,329.358099999999979,329.493200000000002,21.193000000000001,21.318999999999999,Russia,Europe,Oxia Palus,mc11,http://planetarynames.wr.usgs.gov/Feature/4164,-30.5759000,21.2545000
Halex Fossae,Halex Fossae,1985/01/01,"From albedo feature at 40N, 110W.",147.245000000000005,233.955199999999991,27.346100000000000,"Fossa, fossae",FO,Adopted by IAU,232.974700000000013,234.542399999999986,26.154399999999999,28.617999999999999,Greek,Europe,Tharsis,mc09,http://planetarynames.wr.usgs.gov/Feature/2323,-126.0448000,27.3461000
Jovis Fossae,Jovis Fossae,1985/01/01,"From albedo feature at 16N, 111W.",348.632000000000005,244.174000000000007,19.766500000000001,"Fossa, fossae",FO,Adopted by IAU,242.253700000000009,245.582500000000010,16.772600000000001,22.650200000000002,Greek,Europe,Tharsis,mc09,http://planetarynames.wr.usgs.gov/Feature/2849,-115.8260000,19.7665000
Navan,Navan,1976/01/01,Town in Ireland.,24.864300000000000,336.497099999999989,-25.885899999999999,"Crater, craters",AA,Adopted by IAU,336.270300000000020,336.736600000000010,-26.096100000000000,-25.676600000000001,Ireland,Europe,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/4169,-23.5029000,-25.8859000
Nazca,Nazca,1991/01/01,Town in Peru.,15.014400000000000,93.671000000000006,-31.626799999999999,"Crater, craters",AA,Adopted by IAU,93.524100000000004,93.821600000000004,-31.753900000000002,-31.500599999999999,Peru,South and Central America,Hellas,mc28,http://planetarynames.wr.usgs.gov/Feature/4173,93.6710000,-31.6268000
Jovis Tholus,Jovis Tholus,1973/01/01,Classical albedo feature name.,58.070900000000002,242.585399999999993,18.204000000000001,"Tholus, tholi",TH,Adopted by IAU,242.070600000000013,243.100500000000011,17.810199999999998,18.664999999999999,Greek,Europe,Tharsis,mc09,http://planetarynames.wr.usgs.gov/Feature/2850,-117.4146000,18.2040000
Negele,Negele,1991/01/01,Town in Ethiopia.,36.927399999999999,95.996899999999997,-35.799799999999998,"Crater, craters",AA,Adopted by IAU,95.612499999999997,96.380700000000004,-36.111899999999999,-35.488900000000001,Ethiopia,Africa,Hellas,mc28,http://planetarynames.wr.usgs.gov/Feature/4192,95.9969000,-35.7998000
Neive,Neive,1988/01/01,Town in Italy.,2.787120000000000,107.073899999999995,23.182600000000001,"Crater, craters",AA,Adopted by IAU,107.047200000000004,107.098399999999998,23.159500000000001,23.206499999999998,Italy,Europe,Amenthes,mc14,http://planetarynames.wr.usgs.gov/Feature/4199,107.0739000,23.1826000
Olympus Mons,Olympus Mons,1973/01/01,Classical albedo feature name.,610.129999999999995,226.197499999999991,18.652799999999999,"Mons, montes",MO,Adopted by IAU,220.756699999999995,232.198399999999992,13.481800000000000,23.675999999999998,Greek,Europe,Tharsis,mc09,http://planetarynames.wr.usgs.gov/Feature/4453,-133.8025000,18.6528000
Nema,Nema,1976/01/01,Town in Russia.,14.542500000000000,307.872200000000021,20.695399999999999,"Crater, craters",AA,Adopted by IAU,307.746600000000001,308.008899999999983,20.573100000000000,20.818400000000000,Russia,Europe,Lunae Palus,mc10,http://planetarynames.wr.usgs.gov/Feature/4202,-52.1278000,20.6954000
Nepa,Nepa,1976/01/01,Town in Russia.,16.157000000000000,340.334400000000016,-24.973600000000001,"Crater, craters",AA,Adopted by IAU,340.185799999999972,340.486499999999978,-25.105599999999999,-24.832999999999998,Russia,Europe,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/4205,-19.6656000,-24.9736000
Meroe Patera,Meroe Patera,1982/01/01,Classical albedo feature name.,52.596800000000002,68.765699999999995,6.981200000000000,"Patera, paterae",PE,Adopted by IAU,68.319400000000002,69.173400000000001,6.550700000000000,7.425800000000000,Greek,Europe,Syrtis Major,mc13,http://planetarynames.wr.usgs.gov/Feature/3859,68.7657000,6.9812000
Labou Vallis,Labou Vallis,1985/01/01,Origin unknown.,257.786999999999978,205.576099999999997,-8.627700000000003,"Vallis, valles",VA,Adopted by IAU,203.948000000000008,207.075899999999990,-9.678400000000000,-7.340000000000000,,,Memnonia,mc16,http://planetarynames.wr.usgs.gov/Feature/3194,-154.4239000,-8.6277000
New Plymouth,New Plymouth,2003/01/01,"Town in Idaho, USA.",31.538900000000002,175.868799999999993,-15.776600000000000,"Crater, craters",AA,Adopted by IAU,175.595400000000012,176.148300000000006,-16.042899999999999,-15.510800000000000,United States,North America,Aeolis,mc23,http://planetarynames.wr.usgs.gov/Feature/4231,175.8688000,-15.7766000
Horarum Mons,Horarum Mons,1991/01/01,Albedo name.,20.503499999999999,323.438400000000001,-51.053500000000000,"Mons, montes",MO,Adopted by IAU,323.227500000000020,323.673099999999977,-51.218200000000003,-50.888700000000000,Greek,Europe,Argyre,mc26,http://planetarynames.wr.usgs.gov/Feature/2553,-36.5616000,-51.0535000
Hydaspis Chaos,Hydaspis Chaos,1976/01/01,Classical albedo feature name.,336.040999999999997,333.071000000000026,3.087500000000000,"Chaos, chaoses",CH,Adopted by IAU,330.146500000000003,335.779800000000023,1.555500000000000,4.484800000000000,Greek,Europe,Oxia Palus,mc11,http://planetarynames.wr.usgs.gov/Feature/2603,-26.9290000,3.0875000
Newport,Newport,1979/01/01,American colonial town (Rhode Island).,1.972590000000000,311.042599999999993,22.238000000000000,"Crater, craters",AA,Adopted by IAU,311.024600000000021,311.060600000000022,22.221299999999999,22.254600000000000,United States,North America,Lunae Palus,mc10,http://planetarynames.wr.usgs.gov/Feature/4234,-48.9574000,22.2380000
Tanais Fossae,Tanais Fossae,1991/01/01,Classical albedo name.,172.948000000000008,273.508699999999976,38.737200000000001,"Fossa, fossae",FO,Adopted by IAU,273.191899999999976,274.038700000000006,37.307499999999997,40.182899999999997,Greek,Europe,Arcadia,mc03,http://planetarynames.wr.usgs.gov/Feature/5851,-86.4913000,38.7372000
Nicholson,Nicholson,1973/01/01,"Seth Barnes; American astronomer (1891-1963).",102.450999999999993,195.569500000000005,0.211100000000000,"Crater, craters",AA,Adopted by IAU,194.705299999999994,196.433600000000013,-0.653100000000000,1.075300000000000,American,North America,Amazonis,mc08,http://planetarynames.wr.usgs.gov/Feature/4249,-164.4305000,0.2111000
Newton,Newton,1973/01/01,"Isaac; British physicist (1643-1727).",299.935000000000002,201.971200000000010,-40.502000000000002,"Crater, craters",AA,Adopted by IAU,198.643100000000004,205.299299999999988,-43.032899999999998,-37.971200000000003,Great Britain,Europe,Phaethontis,mc24,http://planetarynames.wr.usgs.gov/Feature/4236,-158.0288000,-40.5020000
Nhill,Nhill,1991/01/01,"Town in Victoria, Australia.",23.703700000000001,256.669399999999996,-28.678599999999999,"Crater, craters",AA,Adopted by IAU,256.441700000000026,256.897499999999980,-28.878799999999998,-28.478899999999999,Australia,Oceania,Phoenicis Lacus,mc17,http://planetarynames.wr.usgs.gov/Feature/4242,-103.3306000,-28.6786000
Tyrrhenus Labyrinthus,Tyrrhenus Labyrinthus,2006/01/01,Classical albedo feature name.,102.677000000000007,101.115499999999997,-16.181699999999999,"Labyrinthus, labyrinthi",LB,Adopted by IAU,100.576599999999999,101.692599999999999,-16.985099999999999,-15.377700000000001,Latin,Europe,Mare Tyrrhenum,mc22,http://planetarynames.wr.usgs.gov/Feature/7024,101.1155000,-16.1817000
Nier,Nier,1997/01/01,"Alfred O.C.; American physicist (1911-1994).",46.298600000000000,106.108999999999995,42.787599999999998,"Crater, craters",AA,Adopted by IAU,105.579300000000003,106.643600000000006,42.397799999999997,43.178899999999999,American,North America,Casius,mc06,http://planetarynames.wr.usgs.gov/Feature/4258,106.1090000,42.7876000
Pavonis Mons,Pavonis Mons,1973/01/01,Classical albedo feature name.,366.529999999999973,247.037599999999998,1.480100000000000,"Mons, montes",MO,Adopted by IAU,243.945600000000013,250.129799999999989,-1.927400000000000,4.212700000000000,Greek,Europe,Tharsis,mc09,http://planetarynames.wr.usgs.gov/Feature/4620,-112.9624000,1.4801000
Niesten,Niesten,1973/01/01,"Louis; Belgian astronomer (1844-1920).",114.807000000000002,57.745500000000000,-27.999600000000001,"Crater, craters",AA,Adopted by IAU,56.649700000000003,58.843600000000002,-28.968499999999999,-27.031600000000001,Belgium,Europe,Iapygia,mc21,http://planetarynames.wr.usgs.gov/Feature/4259,57.7455000,-27.9996000
Nif,Nif,1976/01/01,Town in the Caroline Islands (Yap).,8.483910000000000,303.764999999999986,19.905799999999999,"Crater, craters",AA,Adopted by IAU,303.689099999999996,303.841299999999990,19.835300000000000,19.978400000000001,Caroline Is.,Oceania,Lunae Palus,mc10,http://planetarynames.wr.usgs.gov/Feature/4260,-56.2350000,19.9058000
Pavonis Sulci,Pavonis Sulci,1991/01/01,Albedo name.,425.802000000000021,242.631400000000014,4.013500000000000,"Sulcus, sulci",SU,Adopted by IAU,242.145600000000002,245.376599999999996,0.294200000000000,7.284500000000000,Latin,Europe,Tharsis,mc09,http://planetarynames.wr.usgs.gov/Feature/4621,-117.3686000,4.0135000
Nipigon,Nipigon,1991/01/01,Town in Canada.,8.890190000000000,278.158599999999979,33.759000000000000,"Crater, craters",AA,Adopted by IAU,278.068199999999990,278.248600000000010,33.685000000000002,33.835000000000001,Canada,North America,Arcadia,mc03,http://planetarynames.wr.usgs.gov/Feature/4305,-81.8414000,33.7590000
Nitro,Nitro,1976/01/01,"Town in West Virginia, USA.",29.338999999999999,335.995600000000024,-21.262400000000000,"Crater, craters",AA,Adopted by IAU,335.736100000000022,336.267200000000003,-21.510300000000001,-21.015300000000000,United States,North America,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/4313,-24.0044000,-21.2624000
Oti Fossae,Oti Fossae,1982/01/01,Classical albedo feature.,373.588000000000022,242.910500000000013,-9.630300000000000,"Fossa, fossae",FO,Adopted by IAU,240.627499999999998,245.084200000000010,-11.892300000000001,-7.022900000000000,Greek,Europe,Phoenicis Lacus,mc17,http://planetarynames.wr.usgs.gov/Feature/4523,-117.0895000,-9.6303000
Isidis Dorsa,Isidis Dorsa,2003/01/01,"Named for classical albedo feature at 25N, 270W.",1074.700000000000045,88.212100000000007,12.923900000000000,"Dorsum, dorsa",DO,Adopted by IAU,79.021400000000000,96.914299999999997,4.095600000000000,21.702800000000000,Greek,Europe,Syrtis Major,mc13,http://planetarynames.wr.usgs.gov/Feature/2734,88.2121000,12.9239000
Acidalia Mensa,Acidalia Mensa,2000/01/01,From classical albedo feature name.,226.860999999999990,334.657600000000002,46.693800000000003,"Mensa, mensae",MN,Adopted by IAU,331.809700000000021,337.028099999999995,45.030400000000000,48.685099999999998,Greek,Europe,Mare Acidalium,mc04,http://planetarynames.wr.usgs.gov/Feature/37,-25.3424000,46.6938000
Njesko,Njesko,1991/01/01,Town in Czechoslovakia.,27.768699999999999,85.108599999999996,-35.249800000000000,"Crater, craters",AA,Adopted by IAU,84.821500000000000,85.395200000000003,-35.484400000000001,-35.015900000000002,Czechoslovakia,Europe,Hellas,mc28,http://planetarynames.wr.usgs.gov/Feature/4316,85.1086000,-35.2498000
Noma,Noma,1976/01/01,Town in Namibia.,40.492199999999997,335.694399999999973,-25.428400000000000,"Crater, craters",AA,Adopted by IAU,335.315699999999993,336.072099999999978,-25.770099999999999,-25.087000000000000,Namibia,Africa,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/4327,-24.3056000,-25.4284000
Noachis Terra,Noachis Terra,1979/01/01,Classical albedo feature name.,5519.449999999999818,354.843299999999999,-50.407200000000003,"Terra, terrae",TA,Adopted by IAU,-59.959499999999998,74.612499999999997,-83.601699999999994,-2.527600000000000,Greek,Europe,Argyre,mc26,http://planetarynames.wr.usgs.gov/Feature/4319,-5.1567000,-50.4072000
Nordenskiöld,Nordenskiold,1982/01/01,"Nils Adolf Erik; Swedish geologist and geographer, arctic researcher (1832-1901).",85.600099999999998,201.240800000000007,-52.366399999999999,"Crater, craters",AA,Adopted by IAU,200.063600000000008,202.429100000000005,-53.089300000000001,-51.645200000000003,Sweden,Europe,Phaethontis,mc24,http://planetarynames.wr.usgs.gov/Feature/4332,-158.7592000,-52.3664000
Northport,Northport,1988/01/01,"Town in Alabama, USA.",18.442000000000000,305.521999999999991,18.523499999999999,"Crater, craters",AA,Adopted by IAU,305.363299999999981,305.691500000000019,18.368300000000001,18.679400000000001,United States,North America,Lunae Palus,mc10,http://planetarynames.wr.usgs.gov/Feature/4343,-54.4780000,18.5235000
Xanthe Chaos,Xanthe Chaos,2006/01/01,Classical albedo feature name.,34.366199999999999,317.783099999999990,11.874000000000001,"Chaos, chaoses",CH,Adopted by IAU,317.613900000000001,318.020500000000027,11.593100000000000,12.171300000000000,Greek,Europe,Oxia Palus,mc11,http://planetarynames.wr.usgs.gov/Feature/14161,-42.2169000,11.8740000
Nune,Nune,1976/01/01,Town in Mozambique.,8.470310000000000,321.240099999999984,17.550100000000000,"Crater, craters",AA,Adopted by IAU,321.165099999999995,321.314999999999998,17.478600000000000,17.621500000000001,Mozambique,Africa,Oxia Palus,mc11,http://planetarynames.wr.usgs.gov/Feature/4357,-38.7599000,17.5501000
Nutak,Nutak,1976/01/01,"Town in Newfoundland, Canada.",11.264200000000001,329.743800000000022,17.414600000000000,"Crater, craters",AA,Adopted by IAU,329.644200000000012,329.843399999999974,17.319600000000001,17.509699999999999,Canada,North America,Oxia Palus,mc11,http://planetarynames.wr.usgs.gov/Feature/4365,-30.2562000,17.4146000
Nepenthes Planum,Nepenthes Planum,2009/07/01,Classical albedo feature name.,1650.140000000000100,113.792000000000002,14.009700000000000,"Planum, plana",PM,Adopted by IAU,99.513700000000000,127.412499999999994,7.194000000000000,18.088100000000001,Greek,Europe,Amenthes,mc14,http://planetarynames.wr.usgs.gov/Feature/14572,113.7920000,14.0097000
